,ContractId,VersionId,Subject,PublishedAtUtc,ValueVatExcluded,ValueVatIncluded,SupplierIC,SupplierName,PublisherIC,PricePaid
1873,1918290,2069218,Objednávka stravenek,2017-05-30 12:29:18,330000.0,330000,62913671,Up Česká republika s.r.o.,24759,330000.0
1874,2884722,3106062,Nákup stravenek za měsíc srpen 2017,2017-09-11 08:01:15,290000.0,,62913671,Up Česká republika s.r.o.,205,290000.0
1877,4486336,4837604,Objednávka stravenek na měsíc 9/2017,2018-03-01 14:15:26,63642.0,,62913671,Up Česká republika s.r.o.,266621,63642.0
1880,4534600,4890752,Objednávka_stravenky 2/2018,2018-03-07 13:58:16,1313090.0,,62913671,Up Česká republika s.r.o.,70994234,1313090.0
1881,4657136,5022848,Nákup stravenek,2018-03-21 09:55:38,302400.0,,62913671,Up Česká republika s.r.o.,272868,302400.0
1882,4744192,5116704,stravenky,2018-03-29 13:08:46,108000.0,108000,62913671,Up Česká republika s.r.o.,277819,108000.0
1884,2911142,3135038,Objednávka stravenek pro zaměstnance soudu za měsíc srpen 2017,2017-09-13 10:44:47,200880.0,200880,62913671,Up Česká republika s.r.o.,24899,200880.0
1886,3067098,3592728,stravenky,2017-10-30 14:15:00,84000.0,84000,62913671,Up Česká republika s.r.o.,277819,84000.0
1890,4633928,4998080,Objednávka stravenek 03/2018,2018-03-19 13:47:33,,117040,62913671,Up Česká republika s.r.o.,638749,117040.0
1891,1238154,1321902,Objednávka stravenek na březen 2017,2017-02-24 08:45:48,217120.0,,62913671,Up Česká republika s.r.o.,25216,217120.0
1892,1761878,1900890,Nákup stravenek na měsíc květen 2017,2017-05-10 11:27:27,,52240,62913671,Up Česká republika s.r.o.,24783,52240.0
1893,3261206,3517686,Nákup stravenek,2017-10-23 12:49:07,90000.0,91331,62913671,Up Česká republika s.r.o.,601250,90000.0
1896,3376012,3640824,Objednávka stravenek listopad 2017,2017-11-02 13:25:21,,126239,62913671,Up Česká republika s.r.o.,638749,126239.0
1900,4790044,5165636,Nákup stravenek pro klienty ÚPČR - KrP ve Zlíně,2018-04-05 15:37:43,2777700.0,,62913671,Up Česká republika s.r.o.,72496991,2777700.0
1903,1900590,2050034,Objednávka stravenek na červen 2017,2017-05-29 08:53:55,58800.0,58800,62913671,Up Česká republika s.r.o.,24716,58800.0
1906,2439426,2627750,Objednávka stravenek,2017-07-20 12:51:23,345920.0,,62913671,Up Česká republika s.r.o.,272868,345920.0
1912,4802032,5178472,Objednávka stravenky duben 2018,2018-04-06 14:00:11,,65010,62913671,Up Česká republika s.r.o.,45241651,65010.0
1913,2257574,2434618,objednávka stravenek,2017-06-30 09:14:08,80000.0,,62913671,Up Česká republika s.r.o.,320463,80000.0
1917,3144850,3389838,dodávka stravenek,2017-10-10 14:23:19,,282420,62913671,Up Česká republika s.r.o.,574660,282420.0
1921,3984132,4287864,Nákup stravenek pro OSZ v Chebu,2018-01-05 10:55:52,150000.0,150000,62913671,Up Česká republika s.r.o.,26034,150000.0
1922,3369384,3633504,Nákup stravenek pro zaměstnance,2017-11-02 08:35:03,88000.0,88000,62913671,Up Česká republika s.r.o.,24881,88000.0
1925,4001196,4307752,Objednávka stravenek leden 2018,2018-01-08 12:50:48,,58400,62913671,Up Česká republika s.r.o.,24783,58400.0
1926,2356638,2540378,objednávka stravenek na měsíc červenec 2017,2017-07-12 14:10:01,238000.0,238000,62913671,Up Česká republika s.r.o.,24911,238000.0
1931,3376740,3641596,Objednávka stravenek září 2017,2017-11-02 13:51:50,,96962,62913671,Up Česká republika s.r.o.,67985530,96962.0
1932,2978382,3208342,Objednávka stravenek na říjen 2017+potvrzení,2017-09-20 16:01:29,179520.0,,62913671,Up Česká republika s.r.o.,25216,179520.0
1933,3086918,3326530,Nákup stravenek pro zaměstnance OS Louny,2017-10-04 10:26:27,104000.0,104000,62913671,Up Česká republika s.r.o.,24881,104000.0
1940,1712054,1848782,objednavka stravenek pro opf,2017-05-03 12:00:41,210000.0,210000,62913671,Up Česká republika s.r.o.,47813059,210000.0
1941,1472034,1589438,kupní smlouva - nákup stravenek,2017-03-30 11:59:46,222000.0,,62913671,Up Česká republika s.r.o.,669709,222000.0
1945,3567740,3845420,Objednávka na nákup stravenek,2017-11-23 08:50:52,293360.0,,62913671,Up Česká republika s.r.o.,272868,293360.0
1946,3730824,4024308,Objednávka stravenek,2017-12-08 09:12:14,253120.0,,62913671,Up Česká republika s.r.o.,64610250,253120.0
1955,2258378,2435490,objednávka stravenek,2017-06-30 09:36:39,72000.0,,62913671,Up Česká republika s.r.o.,320463,72000.0
1956,3421924,3690196,Objednávka stravenek na listopad 2017,2017-11-07 14:17:30,,53760,62913671,Up Česká republika s.r.o.,24783,53760.0
1958,4012208,5966815,Nákup stravenek za měsíc prosinec 2017,2018-06-25 11:11:52,116720.0,116720,62913671,Up Česká republika s.r.o.,24902,116720.0
1960,5385527,5797819,Objednávka - personifikované stravenky,2018-06-08 08:08:53,,614513,62913671,Up Česká republika s.r.o.,301825,614513.0
1962,5186123,5586607,stravenky 062018,2018-05-21 10:03:12,214928.0,215374,62913671,Up Česká republika s.r.o.,303640,214928.0
1963,5529811,5954147,objednávka stravenek 07 2018,2018-06-22 12:41:59,189000.0,,62913671,Up Česká republika s.r.o.,25216,189000.0
1966,5513523,5936467,stravenky pro zaměstnance MěÚ na obd. 7-9/2018,2018-06-21 09:17:13,414049.0,501000,62913671,Up Česká republika s.r.o.,253901,414049.0
1970,5073591,5467747,Objednávka stravenek na 5/2018,2018-05-07 15:55:09,,144900,62913671,Up Česká republika s.r.o.,270059,144900.0
1973,5456795,5874863,objednávka-stravenky,2018-06-15 08:26:14,200000.0,,62913671,Up Česká republika s.r.o.,70565813,200000.0
1975,5722303,6163891,stravenky,2018-07-17 12:57:22,108000.0,108000,62913671,Up Česká republika s.r.o.,277819,108000.0
1977,5851367,6304843,stravenky ,2018-08-01 10:01:01,94770.0,94770,62913671,Up Česká republika s.r.o.,24856,94770.0
1978,5551963,5979719,zaměstnancecké stravenky 5-6/2018,2018-06-26 09:03:51,,216810,62913671,Up Česká republika s.r.o.,46390375,216810.0
1981,5350683,5760351,Objednávka stravenek na červen 2018,2018-06-05 13:28:52,,64600,62913671,Up Česká republika s.r.o.,24783,64600.0
1982,5338895,5747715,"Objednávka 900 ks stravenek v hodnotě á Kč 60,00/ks.",2018-06-04 14:58:21,54150.0,54181,62913671,Up Česká republika s.r.o.,601683,54150.0
1987,5296127,5702459,stravenky pro zaměstnance MěÚ na obd. 4 - 6/2018,2018-05-30 14:38:06,415702.0,503000,62913671,Up Česká republika s.r.o.,253901,415702.0
1990,5402807,5816603,Smlouva o dílo - objednatel - rámcová kupní smlouva-dodávky stravenek,2018-06-11 09:55:04,,33856120,62913671,Up Česká republika s.r.o.,75030926,33856120.0
1994,5779207,6225391,Objednávka stravenek na měsíc 8/2018,2018-07-24 08:53:05,160350.0,,62913671,Up Česká republika s.r.o.,266621,160350.0
1996,1227833,1310957,stravenky,2017-02-22 17:00:20,84000.0,84000,62913671,Up Česká republika s.r.o.,277819,84000.0
2001,719429,764525,Objednávka_stravenky FÚ pro ÚK_prosinec (AVISme 2016000931),2016-12-06 12:56:20,66290.0,66290,62913671,Up Česká republika s.r.o.,72080043,66290.0
2002,428921,456781,Objednávka stravenek,2016-10-25 13:21:59,300000.0,,62913671,Up Česká republika s.r.o.,24759,300000.0
2003,895933,954345,Objednávka_stravenky_ÚzP v Děčíně  1/2017 (AVISme 2016001597),2017-01-04 12:59:38,117040.0,117040,62913671,Up Česká republika s.r.o.,72080043,117040.0
2005,988141,1052681,stravenky,2017-01-18 14:12:42,240000.0,240000,62913671,Up Česká republika s.r.o.,263338,240000.0
2006,903401,962301,Objednávka stravenek ÚzP ve Vsetíně 1/2017 (AVISme 2016001610),2017-01-05 09:24:19,89600.0,89600,62913671,Up Česká republika s.r.o.,72080043,89600.0
2009,370589,394813,objednávka stravenek,2016-10-14 09:14:14,58638.0,58638,62913671,Up Česká republika s.r.o.,69650721,58638.0
2014,519633,553313,"Nákup stravenek České Budějovice, listopad 2016",2016-11-09 14:15:31,64680.0,64680,62913671,Up Česká republika s.r.o.,25593,64680.0
2015,66541,70257,stravenky 08/2016,2016-08-08 12:46:34,26115.0,31600,62913671,Up Česká republika s.r.o.,71185241,26115.0
2016,917821,977509,"Nákup stravenek České Budějovice, leden 2017",2017-01-06 14:54:50,51865.0,51865,62913671,Up Česká republika s.r.o.,25593,51865.0
2020,664713,705797,objednávka stravenek na prosinec 2016,2016-11-29 11:45:09,,41374,62913671,Up Česká republika s.r.o.,69650721,41374.0
2021,738189,784581,"Nákup stravenek Ústí nad Labem, prosinec 2016",2016-12-08 11:34:51,60675.0,60675,62913671,Up Česká republika s.r.o.,25593,60675.0
2022,883125,940309,Objednávka kupónů - stravenky,2017-01-03 09:59:28,66000.0,,62913671,Up Česká republika s.r.o.,289965,66000.0
2023,251517,269605,Nákup stravenek,2016-09-21 09:15:53,286240.0,,62913671,Up Česká republika s.r.o.,272868,286240.0
2027,4732228,5103836,Nákup stravenek,2018-03-28 15:08:32,220000.0,220000,62913671,Up Česká republika s.r.o.,24759,220000.0
2033,4204824,4531364,Objednávka stravenek na únor 2018,2018-01-30 08:33:42,82000.0,82000,62913671,Up Česká republika s.r.o.,24716,82000.0
2038,1769162,5015760,Okresní soud v Litoměřicích - Nákup stravenek pro zaměstnance OS v Litoměřicích,2018-03-20 14:22:49,112070.0,112070,62913671,Up Česká republika s.r.o.,24872,112070.0
2039,1339266,1444574,Nákup stravenek pro zaměstn,2017-03-13 08:21:10,95628.0,115710,62913671,Up Česká republika s.r.o.,24872,95628.0
2043,1156013,1230525,Objednávka_dodání stravenek_ÚzP v Kladně (AVISme 2016002021),2017-02-10 15:45:51,147840.0,147840,24745391,Edenred CZ s.r.o.,72080043,147840.0
2044,732429,778353,objednávka stravenek - prosinec 2016,2016-12-07 15:58:38,42709.0,42709,24745391,Edenred CZ s.r.o.,512362,42709.0
2045,5919975,6379199,Objednávka  dobití stravenkových karet TRC pro zaměstnance za červenec 2018,2018-08-10 07:56:20,175275.0,175275,24745391,Edenred CZ s.r.o.,101427,175275.0
2046,5436491,5853091,Objednávka stravenek - červen 2018,2018-06-13 13:43:12,46359.0,46549,24745391,Edenred CZ s.r.o.,512362,46359.0
2048,13393,13789,Objednávka stravenek KA 8-2016,2016-07-19 11:40:12,,75121,24745391,Edenred CZ s.r.o.,48804525,75121.0
2050,568437,1273341,Objednávka stravenek za říjen 2016,2017-02-17 08:31:22,,365900,24745391,Edenred CZ s.r.o.,44848943,365900.0
2052,1162045,1236941,stravenky únor 2017,2017-02-13 12:50:44,,67621,24745391,Edenred CZ s.r.o.,27467686,67621.0
2057,4521868,4876724,Kupní smlouva č. 109/2018 - nákup stravenek březen 2018,2018-03-06 13:11:33,282000.0,,24745391,Edenred CZ s.r.o.,72563346,282000.0
2066,4126436,4445612,Edenred stravenky 1/2018 ,2018-01-19 12:30:03,,48728,24745391,Edenred CZ s.r.o.,29319498,48728.0
2068,4180272,4504096,dodávka stravenek,2018-01-26 09:30:34,97434.0,117895,24745391,Edenred CZ s.r.o.,25291,97434.0
2069,3731528,4025084,Objednávka stravenek pro ZZS Beroun - listopad 2017,2017-12-08 09:45:25,,55325,24745391,Edenred CZ s.r.o.,75030926,55325.0
2077,4854756,5235032,Objednávka stravenek č. 48223-0903,2018-04-12 12:03:49,57100.0,,24745391,Edenred CZ s.r.o.,297313,57100.0
2079,4875812,5257592,Objednávka č. 24- stravenky,2018-04-16 10:08:18,,128000,24745391,Edenred CZ s.r.o.,95354,128000.0
2082,4878596,5260536,Nákup stravenek - duben 2018,2018-04-16 12:17:32,,207000,24745391,Edenred CZ s.r.o.,24457,207000.0
2087,3431660,3700592,Objednávka stravenek pro ZZS Benešov - říjen 2017,2017-11-08 11:30:57,,77175,24745391,Edenred CZ s.r.o.,75030926,77175.0
2090,4450128,4798036,Zveřejnění smlouvy: Objednávka stravenek č. O/0609/2018/OHS na 3/2018,2018-02-26 18:56:18,,360000,24745391,Edenred CZ s.r.o.,845451,360000.0
2091,3541344,3817180,Objednávka stravenek PřF Mu - prosinec 2017,2017-11-21 10:32:06,854220.0,854220,24745391,Edenred CZ s.r.o.,216224,854220.0
2092,3599024,3880220,Objednávka SUKB stravenky 12_17,2017-11-27 12:16:54,145360.0,,24745391,Edenred CZ s.r.o.,216224,145360.0
2094,4411980,4756152,Kupní smlouva - stravenky na březen 2018,2018-02-21 14:07:41,528320.0,,24745391,Edenred CZ s.r.o.,216224,528320.0
2096,5597687,6028851,dodávka stravenek,2018-06-29 08:37:10,100888.0,122075,24745391,Edenred CZ s.r.o.,25291,100888.0
2102,505109,537853,objednávka stravenek - listopad 2016,2016-11-08 08:48:01,44936.0,44936,24745391,Edenred CZ s.r.o.,512362,44936.0
2105,615893,655673,Nákup stravenek,2016-11-25 10:26:40,,23600,24745391,Edenred CZ s.r.o.,231215,23600.0
2106,1084333,1154409,Objednávka stravenek pro zaměstnance,2017-02-01 09:01:37,126000.0,,24745391,Edenred CZ s.r.o.,26829495,126000.0
2107,1163285,1238269,Objednávka stravenek,2017-02-13 14:17:12,,81790,24745391,Edenred CZ s.r.o.,250996,81790.0
2108,5053675,5446587,Dobití stravenkových karet na měsíc květen 2018,2018-05-04 08:26:51,177885.0,,24745391,Edenred CZ s.r.o.,275336,177885.0
2114,5722299,6163887,stravenky,2018-07-17 12:57:21,108000.0,108000,24745391,Edenred CZ s.r.o.,277819,108000.0
2115,440757,469397,Objednávka stravenek Praha-východ - listopad 2016,2016-10-26 20:23:09,,79850,24745391,Edenred CZ s.r.o.,75030926,79850.0
2116,1058849,1127233,stravenky,2017-01-27 10:45:05,84000.0,84000,24745391,Edenred CZ s.r.o.,277819,84000.0
2117,560653,596645,Objednávka_stravenky 08/2016_ÚzP Bruntál ,2016-11-15 14:17:33,109720.0,109720,24745391,Edenred CZ s.r.o.,72080043,109720.0
2119,5624707,6057627,Objednávka stravenek na měsíc červenec 2018,2018-07-03 06:38:52,69860.0,69860,24745391,Edenred CZ s.r.o.,24937,69860.0
2120,4506908,6379943,Objednávka stravenek,2018-08-10 08:53:02,,163484,24745391,Edenred CZ s.r.o.,45241295,163484.0
2123,903381,962281,Objednávka stravenek  ÚzP ve Valašském Meziříčí 1/2017 (AVISme 2016001609),2017-01-05 09:22:53,70840.0,70840,24745391,Edenred CZ s.r.o.,72080043,70840.0
2124,5389,5525,"Objednáváme u Vás 6 000 kusů stravenek po 60,-Kč a 6 000 ks stravenek po 30,-Kč.",2016-07-13 15:00:06,550000.0,550000,24745391,Edenred CZ s.r.o.,63517,550000.0
2126,5922703,6382251,Objednávka stravenek,2018-08-10 10:49:21,,126700,24745391,Edenred CZ s.r.o.,14450542,126700.0
2127,5271983,5677019,Nákup stravenek,2018-05-29 07:17:41,152000.0,,24745391,Edenred CZ s.r.o.,25583140,152000.0
2129,887261,944733,nákup stravenek pro zaměstnance konzervatoře na leden 2017,2017-01-03 14:02:02,184140.0,,24745391,Edenred CZ s.r.o.,70837911,184140.0
2130,1133821,1207185,Nákup stravenek ,2017-02-08 13:20:18,,74689,24745391,Edenred CZ s.r.o.,29319498,74689.0
2131,1076905,1146317,Objednávka - stravenky,2017-01-31 09:32:33,157920.0,157920,24745391,Edenred CZ s.r.o.,47609109,157920.0
2132,5096759,5492447,Nákup stravenek - květen 2018,2018-05-10 14:13:17,,231300,24745391,Edenred CZ s.r.o.,24457,231300.0
2133,1105921,1177337,Objednávka_stravenky 02/2017_KFÚ PCE (AVISme 2016001964),2017-02-03 13:20:58,100380.0,100380,24745391,Edenred CZ s.r.o.,72080043,100380.0
2134,688569,731581,Objednávka stravenek,2016-12-01 15:07:13,,78615,24745391,Edenred CZ s.r.o.,250996,78615.0
2135,5272855,5677919,stravenky 6-18,2018-05-29 08:17:16,698960.0,,24745391,Edenred CZ s.r.o.,216224,698960.0
2136,769237,818321,Objednávka stravenek pro Sekci Územní pracoviště v Břeclavi   (AVISme 2016001237),2016-12-13 14:44:55,78190.0,78190,24745391,Edenred CZ s.r.o.,72080043,78190.0
2137,894985,953321,Objednávka_stravenky 01/2017_FÚ pro Pardubický kraj (AVISme 2016001595),2017-01-04 12:22:21,130620.0,130620,24745391,Edenred CZ s.r.o.,72080043,130620.0
2153,4700324,5068836,Objednávka stravenek březen 2018,2018-03-26 13:12:49,,88000,24745391,Edenred CZ s.r.o.,301493,88000.0
2155,4481788,4832756,objednávka stravenek,2018-03-01 10:59:41,167000.0,,24745391,Edenred CZ s.r.o.,60555980,167000.0
2162,5821355,6271323,"Objednávka/smlouva - stravenky Ticket Restaurant v nominální hodnotě 100,-Kč, 6262 ks, 08/2018",2018-07-27 14:18:49,626200.0,626200,24745391,Edenred CZ s.r.o.,216224,626200.0
2163,1097477,1168369,Objednání stravenek ZZS Příbram - prosinec 2016,2017-02-02 13:23:33,,78725,24745391,Edenred CZ s.r.o.,75030926,78725.0
2164,560477,596469,Objednávka_stravenky 11/2016_ÚzP v Bruntále,2016-11-15 14:10:14,119310.0,119310,24745391,Edenred CZ s.r.o.,72080043,119310.0
2166,492201,524005,objednávka stravenek,2016-11-04 13:28:06,,286637,24745391,Edenred CZ s.r.o.,23752,286637.0
2167,5391935,5805479,Objednávka stravenky 6/2018,2018-06-08 13:45:31,141760.0,,24745391,Edenred CZ s.r.o.,25097,141760.0
2168,5349143,5758751,Objednávka stravenek,2018-06-05 12:28:53,226802.0,,24745391,Edenred CZ s.r.o.,272728,226802.0
2169,5656751,6092799,stravenky na srpen 2018,2018-07-09 16:25:24,,88640,24745391,Edenred CZ s.r.o.,44992785,88640.0
2170,1234261,1317745,Objednávka stravenek pro zaměstnance FI MU na březen 2017,2017-02-23 14:02:24,305520.0,,24745391,Edenred CZ s.r.o.,216224,305520.0
2172,5636427,6070203,Objednávka stravenky 7/2018,2018-07-04 08:56:15,141440.0,,24745391,Edenred CZ s.r.o.,25097,141440.0
2173,5390531,5803575,Objednávka stravenek.,2018-06-08 12:23:46,136363.0,165000,24745391,Edenred CZ s.r.o.,47813750,136363.0
2174,1065657,1134309,"Objednávka/smlouva stravenky Ticket Restaurant v nominální hodnotě 80 Kč - 6474ks, únor 2017",2017-01-30 06:03:20,517920.0,,24745391,Edenred CZ s.r.o.,216224,517920.0
2175,5607423,6039319,objednávka stravenek pro zaměstnance kFA na měsíc červenec 2018 (AVISme 2018000017),2018-06-29 14:30:56,99381.0,99381,24745391,Edenred CZ s.r.o.,72546522,99381.0
2178,584253,621673,Objednávka_stravenky 10/2016_ÚzP Ostrava III ,2016-11-21 14:52:07,117450.0,117450,24745391,Edenred CZ s.r.o.,72080043,117450.0
2179,5322463,5730575,stravenky,2018-06-01 13:31:51,108000.0,108000,24745391,Edenred CZ s.r.o.,277819,108000.0
2182,5798747,6246587,Objednávka - stravenky 800 ks,2018-07-25 14:59:18,65340.0,65621,24745391,Edenred CZ s.r.o.,25798278,65340.0
2184,1153925,1228301,Objednávka_dodání stravenek_ÚzP v Rakovníku (AVISme 2016002019),2017-02-10 13:34:29,84350.0,84350,24745391,Edenred CZ s.r.o.,72080043,84350.0
2185,5028935,5420023,Objednávka stravenek pro ZZS Benešov - duben 2018,2018-05-02 10:40:07,,71575,24745391,Edenred CZ s.r.o.,75030926,71575.0
2188,5059823,5453047,Nákup stravenek na 5/2018. ID SMLOUVY: 2291658,2018-05-04 12:38:52,323000.0,323000,24745391,Edenred CZ s.r.o.,24384,323000.0
2189,1162653,1237593,Objednávka stravenek za leden 2017,2017-02-13 13:37:32,748895.0,,24745391,Edenred CZ s.r.o.,346292,748895.0
2351,5464107,5882959,Objednávka stravenek pro zaměstnance za měsíc květen 2018,2018-06-15 13:42:39,216180.0,216180,62913671,Up Česká republika s.r.o.,24899,216180.0
2354,5626719,6059775,Nákup stravenek za měsíc červen 2018,2018-07-03 09:15:09,160240.0,160240,62913671,Up Česká republika s.r.o.,24902,160240.0
2356,5318267,5726163,Objednávka stravenek - Plzeň- květen,2018-06-01 10:35:03,18780.0,18780,62913671,Up Česká republika s.r.o.,61387584,18780.0
2358,5175947,5575883,Objednávka: 4551010001 stravenky,2018-05-18 11:50:03,263500.0,,62913671,Up Česká republika s.r.o.,61989592,263500.0
2361,5274411,5679535,Nákup stravenek 6/2018,2018-05-29 09:27:14,100000.0,1e+05,62913671,Up Česká republika s.r.o.,24741,100000.0
2364,2022350,2184386,Dodávka stravenek a dárkových šeků pro ŘSD ČR,2017-06-12 09:24:24,1.0,1,62913671,Up Česká republika s.r.o.,65993390,1.0
2370,3099390,3340386,Nákup stravenek na říjen 2017,2017-10-05 09:34:40,,198390,62913671,Up Česká republika s.r.o.,24848,198390.0
2372,4464544,4813856,Nákup stravenek pro KSZ v Plzni - březen,2018-02-28 08:45:09,300000.0,3e+05,62913671,Up Česká republika s.r.o.,26034,300000.0
